cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Doublet 0,0	Doublet 0,1	Doublet 0,2	Doublet 0,3	Doublet 0,4	Doublet 0,5	Doublet 1,1	Doublet 1,2	Doublet 1,3	Doublet 1,4	Doublet 1,5	Doublet 2,2	Doublet 2,3	Doublet 2,4	Doublet 2,5	Doublet 3,3	Doublet 3,4	Doublet 3,5	Doublet 4,4	Doublet 4,5	Doublet 5,5
1149	1.85378e-39	0.0502733	8.4072e-12	2.11771e-11	0.943496	7.54069e-13	1.27772e-41	0.000693017	2.58741e-13	2.91926e-13	0.000924087	2.32073e-14	0.000140244	0.000111811	0.000126152	0.000374012	1.00287e-05	2.49675e-13	4.70993e-14	0.000149092	4.47883e-14	2.65701e-14	0.000168214	4.22449e-15	0.00352034	1.33726e-05	3.21164e-14
1150	1.29974e-11	3.2843e-07	0.137364	5.17455e-06	1.0897e-19	0.765405	8.95841e-14	4.52741e-09	0.00191498	7.13311e-08	2.00272e-09	0.0106705	9.16203e-10	2.21251e-05	8.24136e-10	8.10572e-10	0.000123283	0.00407939	0.000348589	9.78712e-06	0.0454616	6.4923e-09	3.6456e-10	0.00194238	4.06586e-22	5.45349e-05	0.0325992
1151	1.88615e-11	0.967936	9.63742e-07	9.32755e-07	4.36188e-13	1.62593e-06	1.30003e-13	0.013343	1.12895e-08	1.2858e-08	0.00389703	1.90465e-08	0.00270019	0.00213257	0.00242886	0.00157727	0.00359786	2.8621e-08	2.05506e-09	0.000622851	9.65729e-08	1.17029e-09	0.000709388	3.46709e-09	1.62749e-15	0.00105081	6.92496e-08
1152	6.62398e-22	4.72602e-08	0.376159	7.39708e-07	4.9845e-14	0.543551	4.56557e-24	6.51482e-10	0.00466974	1.01969e-08	2.63655e-10	0.00674779	1.31839e-10	5.43098e-05	1.18591e-10	1.06711e-10	7.84778e-05	0.0111711	0.000850046	2.19792e-05	0.0322845	9.28082e-10	4.79939e-11	0.00122832	1.8598e-16	3.176e-05	0.0231503
1153	5.38196e-25	3.54438e-08	0.0210533	4.81163e-07	2.14094e-06	0.879495	3.70951e-27	4.88592e-10	0.00017208	6.63282e-09	1.62184e-09	0.0071886	9.88755e-11	2.30743e-06	8.89399e-11	6.56419e-10	9.63923e-05	0.000625235	3.13242e-05	7.65933e-06	0.0522381	6.03695e-10	2.95229e-10	0.00130856	7.98817e-09	0.000319967	0.0374584
1154	2.87327e-26	9.56185e-09	0.0114178	8.65944e-08	8.16589e-14	0.883114	1.9804e-28	1.3181e-10	0.000159559	1.1937e-09	1.88592e-11	0.0123411	2.66741e-11	3.20718e-06	2.39937e-11	7.63301e-12	0.00024806	0.000339084	2.9045e-05	4.5888e-07	0.052453	1.08647e-10	3.433e-12	0.00224649	3.04682e-16	3.54921e-05	0.0376125
1155	4.33804e-19	9.72084e-06	0.363113	0.000139911	0.000729601	0.551339	2.98999e-21	1.34002e-07	0.00326623	1.92867e-06	1.00575e-05	0.00495933	2.71177e-08	4.13093e-05	2.43927e-08	4.07065e-06	6.27227e-05	0.0107836	0.000594561	0.00310048	0.0327471	1.75541e-07	1.8308e-06	0.000902762	2.72226e-06	0.00470767	0.023482
1156	9.44997e-28	0.0130491	2.52549e-06	1.4446e-06	0.951519	5.10629e-07	6.51338e-30	0.000179882	7.40146e-08	1.99138e-08	0.0131167	1.4965e-08	3.64023e-05	0.000121702	3.27444e-05	0.00530879	2.4607e-05	7.50013e-08	1.34731e-08	0.00887435	3.0329e-08	1.81248e-09	0.00238766	2.72413e-09	0.00355027	0.0017943	2.17481e-08
1157	1.16198e-22	7.85455e-08	0.491227	1.24242e-06	7.59075e-20	0.434787	8.00893e-25	1.08275e-09	0.00667953	1.71267e-08	1.88931e-10	0.00591209	2.19114e-10	7.68686e-05	1.97096e-10	7.64673e-11	6.80368e-05	0.0145883	0.00121589	1.3413e-05	0.0258244	1.55881e-09	3.43917e-11	0.00107619	2.83223e-22	1.18719e-05	0.018518
1158	5.39019e-22	2.86156e-08	0.867464	3.64822e-07	7.33565e-11	0.0598733	3.71518e-24	3.94466e-10	0.0318066	5.02906e-09	9.54975e-11	0.00219533	7.98273e-11	0.00045414	7.18057e-11	3.86513e-11	3.13452e-05	0.0257617	0.00578985	0.000109944	0.00355621	4.57727e-10	1.73837e-11	0.000399622	2.73705e-13	7.58847e-06	0.00255005
1159	1.96776e-11	0.380112	0.144429	0.170958	1.55503e-11	0.251892	1.35628e-13	0.00523983	0.00241373	0.00235665	0.00109415	0.00420966	0.00106037	0.000976924	0.000953822	0.000442842	0.0017038	0.00428923	0.000439378	0.000203995	0.0149612	0.000214494	0.000199171	0.000766296	5.80206e-14	0.000355777	0.0107283
1160	3.72006e-16	2.52087e-06	0.252351	1.7207e-05	8.05084e-15	0.643951	2.56405e-18	3.47501e-08	0.00708257	2.37198e-07	5.35048e-09	0.0180734	7.03231e-09	0.00018888	6.32566e-09	2.16553e-09	0.000481984	0.00749426	0.00128926	2.90818e-05	0.0382478	2.15889e-08	9.73963e-10	0.00328994	3.0039e-17	7.42113e-05	0.0274264
1161	5.72732e-24	1.85511e-08	0.187602	2.78548e-07	8.2104e-26	0.721139	3.94755e-26	2.55727e-10	0.00209366	3.83978e-09	6.3827e-11	0.00804801	5.1751e-11	2.5382e-05	4.65507e-11	2.58331e-11	9.75682e-05	0.00557135	0.000381115	6.33511e-06	0.0428324	3.49483e-10	1.16186e-11	0.001465	3.06343e-28	2.43521e-05	0.0307139
1162	0.992554	2.25554e-05	0.000289928	0.000261519	5.72776e-18	1.24014e-05	0.00684117	3.10926e-07	3.18448e-06	3.60504e-06	3.46033e-07	1.36213e-07	6.29214e-08	4.9996e-08	5.65987e-08	1.40052e-07	2.13853e-09	8.61021e-06	5.7968e-07	5.56411e-08	7.36586e-07	3.28117e-07	6.29894e-08	2.47952e-08	2.13712e-20	2.37999e-09	5.28185e-07
1163	2.64089e-19	0.925445	1.82973e-05	1.25716e-05	9.99033e-18	3.05983e-05	1.82023e-21	0.0127572	1.85634e-07	1.73299e-07	0.0238067	3.10434e-07	0.00258166	0.00248753	0.00232224	0.00963543	0.00415988	5.43387e-07	3.37915e-08	0.00464207	1.8174e-06	1.5773e-08	0.0043336	5.65092e-08	3.72755e-20	0.00776288	1.30321e-06
1164	3.3516e-23	5.69666e-10	0.146529	8.30972e-09	7.61991e-18	0.762449	2.31009e-25	7.85284e-12	0.001197	1.14549e-10	3.46039e-12	0.00622844	1.58916e-12	1.49375e-05	1.42947e-12	1.40054e-12	7.77254e-05	0.0043516	0.000217893	6.58226e-06	0.045286	1.04259e-11	6.29904e-13	0.00113378	2.84311e-20	3.425e-05	0.0324733
1165	6.02169e-22	0.0166006	0.45301	0.247246	8.77263e-08	0.23582	4.15045e-24	0.000228839	0.00295686	0.00340828	0.000227521	0.00153923	4.63097e-05	3.61389e-05	4.16562e-05	9.20862e-05	1.88125e-05	0.0134534	0.000538245	3.59308e-05	0.0140066	0.000310209	4.14164e-05	0.00028019	3.27321e-10	1.87042e-05	0.0100437
1166	1.33138e-08	4.54257e-05	0.12345	0.000362701	2.12405e-07	0.780098	9.17656e-11	6.26193e-07	0.00142651	4.99983e-06	6.10985e-07	0.00901432	1.26721e-07	3.25219e-05	1.13988e-07	2.47288e-07	0.000205511	0.00366618	0.000259671	3.17321e-05	0.0463343	4.55067e-07	1.11219e-07	0.0016409	7.92516e-10	0.00020052	0.033225
1167	1.83949e-22	2.36144e-08	0.485106	3.28112e-07	5.96741e-20	0.430528	1.26787e-24	3.25524e-10	0.0115336	4.52302e-09	3.84684e-11	0.010236	6.58756e-11	0.000151102	5.9256e-11	1.55696e-11	0.000134102	0.0144066	0.0020995	1.78563e-05	0.0255714	4.11669e-10	7.00252e-12	0.00186329	2.22654e-22	1.58473e-05	0.0183365
1168	2.19343e-31	1.16537e-14	0.584705	1.42397e-13	4.37324e-31	0.350792	1.51182e-33	1.60646e-16	0.00590248	1.96294e-15	6.72996e-17	0.00354118	3.25097e-17	8.79324e-05	2.92429e-17	2.72386e-17	5.27549e-05	0.0173644	0.00107445	3.68375e-05	0.0208355	1.7866e-16	1.22507e-17	0.000644611	1.63173e-33	2.21006e-05	0.0149405
1169	0.00267226	3.81297e-07	0.416755	3.04446e-06	7.70115e-14	0.508687	1.84185e-05	5.25617e-09	0.00277529	4.19679e-08	6.83811e-09	0.0033875	1.06368e-09	6.3272e-05	9.56796e-10	2.76763e-09	7.72293e-05	0.0123767	0.000505194	8.23148e-05	0.0302138	3.81976e-09	1.24476e-09	0.000616636	2.87342e-16	0.000100473	0.0216654
1170	5.86924e-18	3.55038e-07	0.47222	1.56992e-06	4.46838e-13	0.455501	4.04537e-20	4.8942e-09	0.00489542	2.16413e-08	4.27348e-10	0.0047221	9.90429e-10	0.000201529	8.90904e-10	1.72963e-10	0.000194394	0.0140239	0.000891126	1.75969e-05	0.0270547	1.96972e-09	7.77913e-11	0.000859577	1.66723e-15	1.69739e-05	0.0194002
1171	2.59252e-20	0.00567729	2.11965e-10	2.01878e-10	0.989734	3.60967e-11	1.78689e-22	7.82614e-05	2.38305e-12	2.78289e-12	0.000436966	4.05822e-13	1.58376e-05	1.21993e-05	1.42461e-05	0.000176856	2.07748e-06	6.2949e-12	4.33794e-13	6.81138e-05	2.14398e-12	2.53288e-13	7.95421e-05	7.38729e-14	0.00369286	1.15994e-05	1.53739e-12
1172	0.989021	2.77844e-05	0.000334259	0.000393549	2.60146e-17	0.00282212	0.00681682	3.83007e-07	2.47966e-05	5.42506e-06	4.11842e-10	0.000209355	7.75084e-08	3.18672e-07	6.97199e-08	1.66687e-10	2.69052e-06	9.92675e-06	4.51379e-06	3.42663e-10	0.000167621	4.9377e-07	7.49687e-11	3.81095e-05	9.70647e-20	2.89307e-09	0.000120197
1173	1.0341e-18	0.000203087	0.133953	0.00183921	9.36954e-19	0.764253	7.12752e-21	2.79956e-06	0.00220605	2.53535e-05	1.49471e-07	0.0125864	5.66541e-07	4.43423e-05	5.09611e-07	6.04964e-08	0.000252989	0.00397811	0.000401574	2.36748e-06	0.0453932	2.30758e-06	2.72087e-08	0.00229113	3.49593e-21	1.35074e-05	0.0325502
1174	0.992659	1.64156e-05	0.000177392	0.000261082	3.79518e-07	2.6565e-05	0.00684189	2.26288e-07	3.06275e-06	3.59901e-06	3.67086e-07	4.58655e-07	4.57935e-08	3.50543e-08	4.11919e-08	1.48573e-07	5.24947e-09	5.26816e-06	5.57521e-07	5.68652e-08	1.57784e-06	3.27569e-07	6.68217e-08	8.34903e-08	1.41604e-09	8.51572e-09	1.13143e-06
1175	3.24057e-27	1.65987e-06	0.468401	5.47173e-06	1.68105e-25	0.455295	2.23356e-29	2.28813e-08	0.00653411	7.54277e-08	3.13249e-10	0.00635129	4.63044e-09	0.000360815	4.16514e-09	1.26783e-10	0.00035072	0.0139105	0.00118942	4.93963e-06	0.0270425	6.86516e-09	5.70215e-11	0.00115614	6.27228e-28	4.80142e-06	0.0193914
1176	2.46835e-37	0.000104363	0.0191921	0.00121004	8.04759e-15	0.868451	1.70131e-39	1.43864e-06	0.000394823	1.66803e-05	5.35282e-08	0.0178659	2.91135e-07	6.19868e-06	2.61879e-07	2.16648e-08	0.000280493	0.000569963	7.18708e-05	2.30638e-07	0.0515821	1.51818e-06	9.74389e-09	0.00325218	3.00269e-17	1.04364e-05	0.036988
1177	1.12682e-14	1.35529e-07	0.519551	2.16214e-06	2.26205e-15	0.411559	7.76662e-17	1.86826e-09	0.0053093	2.98051e-08	2.21961e-09	0.00420572	3.78077e-10	6.05807e-05	3.40085e-10	8.98357e-10	4.79886e-05	0.0154295	0.000966467	7.19736e-05	0.0244447	2.71275e-09	4.04042e-10	0.00076558	8.44006e-18	5.70133e-05	0.0175286
1178	5.92262e-25	1.96388e-06	0.195292	2.72874e-05	3.87957e-15	0.697241	4.08216e-27	2.70721e-08	0.00557807	3.76156e-07	4.95278e-09	0.0199151	5.47853e-09	7.30783e-05	4.92801e-09	2.00457e-09	0.000260908	0.00579973	0.00101539	1.33695e-05	0.041413	3.42364e-08	9.01569e-10	0.00362521	1.44753e-17	4.77325e-05	0.0296961
1179	5.36126e-20	0.000279256	0.483583	0.000125597	1.19221e-10	0.439588	3.69524e-22	3.84954e-06	0.00508836	1.73135e-06	1.76885e-06	0.00462544	7.79023e-07	0.00205944	7.00742e-07	7.15919e-07	0.00187208	0.0143613	0.000926249	0.00094631	0.0261096	1.57582e-07	3.21989e-07	0.000841982	4.44834e-13	0.000860218	0.0187224
1180	3.18722e-19	4.80057e-08	0.21196	7.44798e-07	2.44223e-18	0.705561	2.19679e-21	6.61758e-10	0.000817576	1.0267e-08	1.6612e-11	0.0027215	1.33919e-10	9.59251e-06	1.20462e-10	6.7235e-12	3.1931e-05	0.00629474	0.000148826	2.408e-07	0.0419072	9.34468e-10	3.02394e-12	0.000495402	9.11235e-21	8.01561e-07	0.0300504
1181	1.46486e-24	0.960037	1.177e-05	1.56003e-05	7.27051e-10	2.181e-05	1.00966e-26	0.0132341	2.22477e-07	2.1505e-07	0.00681643	4.12254e-07	0.00267816	0.00249224	0.00240904	0.00275886	0.00461817	3.49542e-07	4.04981e-08	0.00128367	1.29542e-06	1.9573e-08	0.00124081	7.50437e-08	2.71274e-12	0.00237866	9.28907e-07
1182	9.0022e-15	1.1754e-07	0.746866	1.1776e-06	1.72315e-14	0.209092	6.20476e-17	1.62028e-09	0.000348871	1.62331e-08	5.03384e-11	9.76696e-05	3.27894e-10	6.33875e-06	2.94945e-10	2.03738e-11	1.77459e-06	0.0221802	6.3506e-05	1.9693e-07	0.0124191	1.47748e-09	9.16325e-12	1.77791e-05	6.42933e-17	5.51323e-08	0.00890539
1183	1.34311e-21	0.000125657	0.0212642	0.000706169	3.10116e-08	0.883082	9.25735e-24	1.73219e-06	7.94842e-05	9.73453e-06	1.4718e-07	0.00330091	3.50539e-07	2.5746e-06	3.15315e-07	5.9569e-08	0.000106921	0.000631498	1.44687e-05	2.18758e-07	0.0524511	8.86002e-07	2.67915e-08	0.000600874	1.15709e-10	9.08482e-06	0.0376112
1184	1.03539e-16	2.69258e-07	0.0617455	1.19061e-06	6.02203e-13	0.828704	7.13644e-19	3.71172e-09	0.00130696	1.64126e-08	6.86341e-10	0.017541	7.51133e-10	5.38032e-05	6.75654e-10	2.77787e-10	0.000722108	0.0018337	0.000237909	9.94886e-06	0.0492213	1.49382e-09	1.24937e-10	0.00319304	2.24692e-15	0.000133526	0.0352952
1185	1.61208e-25	5.77775e-06	0.340018	2.59858e-06	2.63428e-11	0.573453	1.11112e-27	7.96462e-08	0.00355936	3.58214e-08	5.69075e-08	0.00600298	1.61179e-08	0.0014406	1.44982e-08	2.30325e-08	0.00242962	0.0100978	0.00064792	0.00102931	0.0340605	3.26034e-09	1.0359e-08	0.00109274	9.82891e-14	0.00173598	0.0244238
1186	6.36851e-16	3.44627e-05	0.154675	0.000537321	3.50434e-06	0.73814	4.38949e-18	4.75068e-07	0.0037971	7.40697e-06	1.04417e-06	0.0181205	9.61385e-08	4.4332e-05	8.64779e-08	4.22615e-07	0.000211561	0.0045935	0.000691198	9.74395e-05	0.0438422	6.74156e-07	1.90074e-07	0.00329853	1.30753e-08	0.000465001	0.031438
1187	3.11306e-15	1.21611e-05	0.544753	1.07202e-05	2.13702e-13	0.387346	2.14567e-17	1.6764e-07	0.00463255	1.47778e-07	1.21836e-07	0.00329397	3.3925e-08	0.000956613	3.0516e-08	4.93114e-08	0.000680199	0.0161779	0.000843277	0.000695239	0.0230066	1.34503e-08	2.21781e-08	0.000599611	7.97357e-16	0.000494349	0.0164974
1188	3.13491e-27	6.5595e-06	0.579117	0.000104241	6.79985e-18	0.356795	2.16073e-29	9.04226e-08	0.00537255	1.43696e-06	2.46178e-08	0.00331003	1.82987e-08	6.15407e-05	1.64599e-08	9.9637e-09	3.79153e-05	0.0171985	0.00097798	1.67546e-05	0.021192	1.30787e-07	4.48124e-09	0.000602535	2.53713e-20	1.03225e-05	0.0151962
1189	1.48523e-32	6.58352e-05	0.696825	2.96098e-05	8.82819e-18	0.241199	1.02369e-34	9.07537e-07	0.00771627	4.08171e-07	2.23928e-08	0.00267091	1.83656e-07	0.00312306	1.65201e-07	9.06316e-09	0.00108102	0.0206941	0.00140462	7.70589e-05	0.0143262	3.71502e-08	4.07622e-09	0.000486194	3.29394e-20	2.66732e-05	0.0102729
1190	2.68843e-28	9.70569e-09	0.933019	1.37475e-07	3.90545e-17	0.0251043	1.853e-30	1.33793e-10	0.0094098	1.89509e-09	6.67294e-11	0.000253185	2.70754e-11	0.00012093	2.43547e-11	2.70078e-11	3.25379e-06	0.0277086	0.00171289	6.03138e-05	0.00149108	1.72485e-10	1.21469e-11	4.6088e-05	1.45719e-19	1.62283e-06	0.00106921
1191	5.4891e-47	5.05058e-08	0.341914	4.4522e-08	3.81884e-22	0.558511	3.78335e-49	6.96221e-10	0.00826521	6.13735e-10	3.46667e-10	0.0135011	1.40893e-10	0.00170675	1.26735e-10	1.40309e-10	0.00278795	0.0101541	0.00150454	0.000849836	0.033173	5.586e-11	6.31048e-11	0.00245764	1.42487e-24	0.00138819	0.0237874
1192	8.75233e-10	0.00739309	0.450331	0.050464	3.74975e-10	0.431147	6.03253e-12	0.000101914	0.00102181	0.000695646	9.87683e-07	0.000978279	2.06241e-05	2.72498e-05	1.85516e-05	3.99751e-07	2.6089e-05	0.0133738	0.000186003	2.64088e-07	0.0256082	6.33152e-05	1.79791e-07	0.000178079	1.39909e-12	2.52838e-07	0.0183629
1193	7.83863e-14	3.17258e-14	0.951519	1.42689e-14	1.19418e-13	0.0149575	5.40277e-16	4.37339e-16	0.00225122	1.96696e-16	5.29979e-17	3.53883e-05	8.85035e-17	0.000911149	7.96101e-17	2.14502e-17	1.43229e-05	0.028258	0.000409795	0.000110415	0.000888408	1.79026e-17	9.64735e-18	6.44182e-06	4.45567e-16	1.73569e-06	0.000637052
1194	0.992701	1.6508e-05	0.000134007	0.000261275	6.064e-15	2.85572e-05	0.00684218	2.27562e-07	3.45358e-06	3.60167e-06	6.10018e-08	7.3597e-07	4.60513e-08	3.97206e-08	4.14238e-08	2.46896e-08	8.4646e-09	3.97969e-06	6.28665e-07	1.06478e-08	1.69617e-06	3.27811e-07	1.11043e-08	1.33971e-07	2.26257e-17	2.26907e-09	1.21628e-06
1195	1.83307e-42	3.41393e-07	0.0616316	3.00946e-07	1.52152e-15	0.816089	1.26344e-44	4.70609e-09	0.00184029	4.14853e-09	7.19152e-10	0.024368	9.52363e-10	0.000380016	8.56664e-10	2.91067e-10	0.00503195	0.00183032	0.000334993	5.80714e-05	0.048472	3.77584e-10	1.30909e-10	0.00443578	5.67705e-18	0.000768947	0.0347579
1196	0.000158524	0.00924786	0.599619	0.107225	3.04305e-18	0.229545	1.09262e-06	0.000127482	0.00675596	0.00147809	2.55193e-06	0.00258631	2.57982e-05	0.000106068	2.32058e-05	1.03286e-06	4.06048e-05	0.0178073	0.00122981	2.12327e-06	0.013634	0.00013453	4.64535e-07	0.000470793	1.13541e-20	8.12827e-07	0.00977653
1197	8.79509e-18	0.342089	0.364251	0.153857	3.11176e-13	0.100913	6.06201e-20	0.00471568	0.00390192	0.00212091	0.00051249	0.001081	0.000954304	0.00157925	0.000858409	0.000207423	0.000437519	0.0108174	0.000710277	0.000171629	0.00599378	0.000193038	9.329e-05	0.000196777	1.16105e-15	4.75486e-05	0.00429797
1198	8.18425e-25	3.27622e-07	0.310613	5.19072e-06	3.28558e-10	0.608653	5.64098e-27	4.51627e-09	0.00265119	7.15539e-08	3.24454e-09	0.00519507	9.13949e-10	3.04605e-05	8.22109e-10	1.31318e-09	5.96881e-05	0.00922451	0.000482604	2.18832e-05	0.0361513	6.51258e-09	5.90614e-10	0.000945674	1.2259e-12	4.28807e-05	0.025923
1199	6.01693e-32	2.22983e-08	0.311504	3.55271e-07	7.50132e-21	0.599591	4.14716e-34	3.07381e-10	0.00527548	4.89741e-09	1.55208e-10	0.0101544	6.22042e-11	6.0273e-05	5.59535e-11	6.28181e-11	0.000116015	0.00925097	0.000960311	3.04339e-05	0.035613	4.45745e-10	2.82529e-11	0.00184843	2.79886e-23	5.858e-05	0.0255371
1200	4.34794e-14	1.8535e-05	0.522663	4.27313e-05	3.70285e-14	0.409306	2.99681e-16	2.55505e-07	0.00463029	5.8905e-07	1.14302e-07	0.00362606	5.1706e-08	0.000365599	4.65103e-08	4.62621e-08	0.000286307	0.0155219	0.000842865	0.000163553	0.024311	5.36132e-08	2.08067e-08	0.000660062	1.38159e-16	0.000128081	0.0174327
1201	7.98539e-18	4.08425e-05	0.523909	0.000134637	1.25599e-12	0.401332	5.50393e-20	5.63012e-07	0.0082354	1.85596e-06	6.78731e-08	0.0063086	1.13936e-07	0.000454761	1.02487e-07	2.74707e-08	0.000348362	0.0155589	0.00149911	5.4823e-05	0.0238373	1.68923e-07	1.23551e-08	0.00114837	4.68629e-15	4.19963e-05	0.0170931
1202	4.16253e-24	1.07232e-07	0.841247	1.69718e-06	4.20945e-22	0.114926	2.86902e-26	1.47819e-09	0.00522092	2.33956e-08	8.29933e-10	0.000713253	2.99138e-10	6.00473e-05	2.69079e-10	3.35904e-10	8.20333e-06	0.0249831	0.000950379	3.37137e-05	0.00682611	2.12938e-09	1.51075e-10	0.000129835	1.57061e-24	4.60578e-06	0.00489481
1203	0.986377	0.000757007	0.00147649	0.00249546	2.9351e-14	0.00172149	0.0067986	1.04353e-05	3.78964e-05	3.43999e-05	2.87859e-07	4.41846e-05	2.11178e-06	2.09265e-06	1.89957e-06	1.16507e-07	2.43989e-06	4.38485e-05	6.8984e-06	5.7726e-08	0.000102249	3.13095e-06	5.23999e-08	8.04306e-06	1.09513e-16	6.73046e-08	7.33196e-05
1204	2.74793e-06	0.000152384	0.0170576	0.000227674	2.22271e-18	0.886495	1.89401e-08	2.10061e-06	7.42877e-05	3.13848e-06	4.72075e-08	0.00386078	4.25095e-07	9.0509e-06	3.82379e-07	1.91066e-08	0.000470381	0.000506573	1.35228e-05	2.03403e-07	0.0526538	2.85653e-07	8.59331e-09	0.000702788	8.2933e-21	1.0571e-05	0.0377565
1205	0.00395953	0.00383976	0.205543	0.00573692	5.47269e-11	0.693163	2.72911e-05	5.2931e-05	0.0018719	7.90833e-05	4.98651e-06	0.0063127	1.07115e-05	0.000228064	9.63518e-06	2.01822e-06	0.000769113	0.00610417	0.000340747	2.14855e-05	0.0411708	7.19788e-06	9.07709e-07	0.00114912	2.04195e-13	7.24565e-05	0.0295224
1206	0.992544	2.04797e-05	0.000268454	0.000261097	3.54217e-13	4.32642e-05	0.0068411	2.82313e-07	3.22095e-06	3.59921e-06	3.80943e-07	5.19089e-07	5.71311e-08	4.59893e-08	5.13902e-08	1.54181e-07	7.41164e-09	7.97249e-06	5.86319e-07	6.20564e-08	2.5697e-06	3.27588e-07	6.93441e-08	9.44913e-08	1.32164e-15	1.0001e-08	1.84266e-06
1207	0.992711	1.65699e-05	0.000101629	0.000261539	9.6372e-12	4.87408e-05	0.00684225	2.28415e-07	3.15282e-06	3.60531e-06	1.42984e-07	1.51208e-06	4.6224e-08	3.63606e-08	4.15791e-08	5.7871e-08	1.74384e-08	3.01814e-06	5.73916e-07	2.27612e-08	2.89498e-06	3.28142e-07	2.60279e-08	2.75248e-07	3.59579e-14	1.09162e-08	2.07591e-06
1208	3.46676e-11	0.00663683	0.607438	0.0846132	1.67755e-09	0.241301	2.38946e-13	9.14886e-05	0.00952379	0.00116639	1.16294e-05	0.00378327	1.85144e-05	0.000135982	1.66539e-05	4.70685e-06	5.40181e-05	0.0180396	0.00173364	1.72852e-05	0.0143322	0.000106161	2.11694e-06	0.000688679	6.25922e-12	6.86643e-06	0.0102772
1209	2.28926e-24	1.7695e-07	0.396098	2.16215e-06	2.54221e-13	0.53089	1.57787e-26	2.43925e-09	0.00250098	2.98052e-08	2.71604e-09	0.00335207	4.93627e-10	3.72585e-05	4.44024e-10	1.09928e-09	4.99376e-05	0.0117632	0.000455261	4.14863e-05	0.0315325	2.71276e-09	4.94409e-10	0.000610187	9.48538e-16	5.56041e-05	0.0226111
1210	6.25635e-21	3.22975e-08	0.109607	3.74475e-07	5.40986e-17	0.796408	4.31218e-23	4.45221e-10	0.000952162	5.16213e-09	2.86951e-10	0.00691843	9.00985e-11	1.49488e-05	8.10448e-11	1.16139e-10	0.000108619	0.00325509	0.000173325	9.63471e-06	0.0473031	4.69838e-10	5.22344e-11	0.00125938	2.01851e-19	7.00061e-05	0.0339197
1211	2.4799e-23	1.60355e-15	0.433046	2.27134e-14	4.1406e-26	0.498393	1.70927e-25	2.2105e-17	0.00187499	3.13103e-16	2.21572e-17	0.00215793	4.47334e-18	2.40963e-05	4.02383e-18	8.96782e-18	2.77325e-05	0.0128605	0.00034131	2.41533e-05	0.0296023	2.84975e-17	4.03334e-18	0.000392813	1.54492e-28	2.7798e-05	0.021227
1212	8.86341e-26	4.98936e-08	0.132059	7.83329e-07	1.3129e-16	0.776002	6.10909e-28	6.87782e-10	0.00107512	1.07982e-08	4.09405e-10	0.00631758	1.39185e-10	1.24654e-05	1.25199e-10	1.65701e-10	7.32489e-05	0.00392186	0.000195707	7.42009e-06	0.046091	9.82811e-10	7.45251e-11	0.00115001	4.89862e-19	4.36017e-05	0.0330505
1213	1.93966e-14	9.34564e-07	0.460187	1.14194e-05	6.22539e-19	0.470057	1.33691e-16	1.28829e-08	0.00332015	1.57417e-07	1.34939e-08	0.00339137	2.6071e-09	4.94621e-05	2.34512e-09	5.46145e-09	5.0523e-05	0.0136665	0.000604377	5.18076e-05	0.0279193	1.43275e-08	2.45632e-09	0.00061734	2.32279e-21	5.29188e-05	0.0200201
1214	8.91557e-10	0.0278875	0.399793	0.279397	2.09468e-08	0.237493	6.14505e-12	0.000384429	0.00367342	0.00385148	0.00406377	0.00218216	7.77961e-05	6.67434e-05	6.99786e-05	0.00164476	3.96483e-05	0.011873	0.000668682	0.000705541	0.014106	0.000350548	0.00073974	0.000397225	7.8156e-11	0.00041912	0.010115
1215	4.19871e-31	5.16453e-09	0.440124	4.67712e-08	4.60286e-26	0.482756	2.89396e-33	7.11929e-11	0.00583997	6.4474e-10	2.68702e-11	0.00640565	1.44072e-11	0.000117385	1.29594e-11	1.08753e-11	0.000128755	0.0130707	0.00106307	4.43043e-05	0.0286736	5.86819e-11	4.89125e-12	0.00116604	1.7174e-28	4.85958e-05	0.020561
1216	6.98726e-30	1.65042e-06	0.276288	5.44057e-06	1.59756e-14	0.640019	4.81596e-32	2.2751e-08	0.00242002	7.49982e-08	1.42823e-08	0.00560596	4.60407e-09	0.000133634	4.14142e-09	5.78058e-09	0.000309563	0.00820512	0.000440523	8.38912e-05	0.0380142	6.82607e-09	2.59985e-09	0.00102047	5.96076e-17	0.000194334	0.0272589
1217	7.01534e-25	6.51134e-08	0.0131801	5.73989e-08	9.83689e-23	0.890838	4.83532e-27	8.97587e-10	4.60836e-05	7.91243e-10	4.78655e-10	0.00311477	1.81643e-10	9.51618e-06	1.6339e-10	1.93729e-10	0.000643194	0.00039142	8.38873e-06	5.07469e-06	0.0529118	7.20161e-11	8.7131e-11	0.000566991	3.6703e-25	0.000342996	0.0379415
1218	6.09858e-23	1.33222e-06	0.881572	1.20649e-05	1.41735e-18	0.0680563	4.20344e-25	1.83647e-08	0.0132439	1.66315e-07	5.51863e-09	0.00102241	3.71642e-09	0.000266205	3.34297e-09	2.23359e-09	2.05507e-05	0.0261807	0.00241082	7.99953e-05	0.00404224	1.51374e-08	1.00457e-09	0.000186112	5.28837e-21	6.17553e-06	0.00289857
