cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Doublet 0,0	Doublet 0,1	Doublet 0,2	Doublet 0,3	Doublet 0,4	Doublet 0,5	Doublet 1,1	Doublet 1,2	Doublet 1,3	Doublet 1,4	Doublet 1,5	Doublet 2,2	Doublet 2,3	Doublet 2,4	Doublet 2,5	Doublet 3,3	Doublet 3,4	Doublet 3,5	Doublet 4,4	Doublet 4,5	Doublet 5,5
594	2.34223e-24	0.0206338	7.92303e-06	3.13477e-06	0.942227	0.000324661	1.61438e-26	0.000284437	2.55044e-07	4.32128e-08	0.00042884	1.04509e-05	5.75609e-05	0.00030559	5.17768e-05	0.000173567	0.0125221	2.35296e-07	4.64265e-08	0.000460732	1.92834e-05	3.93307e-09	7.80629e-05	1.90241e-06	0.0035156	0.0188793	1.38276e-05
595	5.73229e-22	1.01513e-13	0.155243	1.10283e-12	1.34959e-30	0.756011	3.95097e-24	1.39935e-15	0.000995878	1.52025e-14	3.59185e-16	0.00484977	2.83184e-16	1.66866e-05	2.54728e-16	1.45375e-16	8.1261e-05	0.00461038	0.000181282	4.2831e-06	0.0449036	1.38368e-15	6.53834e-17	0.000882818	5.03555e-33	2.0858e-05	0.0321991
596	2.91099e-09	0.014033	0.038148	0.0123704	0.413963	0.461723	2.0064e-11	0.000193444	0.000410646	0.000170526	0.000282341	0.00497025	3.9147e-05	8.47977e-05	3.52132e-05	0.000114274	0.00102635	0.00113291	7.47511e-05	0.000123766	0.0274243	1.55206e-05	5.13954e-05	0.000904749	0.00154456	0.001498	0.0196652
597	4.48473e-34	6.01481e-05	0.706165	0.000602606	4.00365e-30	0.2389	3.09109e-36	8.2914e-07	0.00528177	8.30691e-06	2.82561e-06	0.00178685	1.67792e-07	9.59662e-05	1.50931e-07	1.14363e-06	3.24659e-05	0.0209715	0.000961456	0.000327041	0.0141896	7.56065e-07	5.14354e-07	0.000325266	1.49383e-32	0.00011064	0.0101749
598	2.4632e-13	0.000128161	0.141011	0.00204503	6.09585e-18	0.752234	1.69776e-15	1.76669e-06	0.0031237	2.81907e-05	2.24958e-07	0.0166637	3.57522e-07	3.56347e-05	3.21596e-07	9.10485e-08	0.000190097	0.0041877	0.000568616	4.53747e-06	0.0446793	2.56581e-06	4.09497e-08	0.00303333	2.27446e-20	2.42056e-05	0.0320382
599	5.69946e-20	1.21054e-08	0.515971	2.79083e-08	3.14644e-23	0.418049	3.92835e-22	1.66873e-10	0.00330746	3.84716e-10	1.66434e-10	0.00267976	3.37698e-11	0.000261151	3.03764e-11	6.73617e-11	0.000211589	0.0153232	0.000602066	0.000260463	0.0248302	3.50154e-11	3.02964e-11	0.000487804	1.17399e-25	0.000211031	0.017805
600	3.21433e-23	8.63259e-07	0.483751	1.2962e-05	6.75102e-19	0.444317	2.21547e-25	1.19e-08	0.00533849	1.7868e-07	6.65772e-10	0.0049033	2.40818e-09	6.472e-05	2.16619e-09	2.69462e-10	5.94441e-05	0.0143663	0.00097178	3.6209e-06	0.0263904	1.62629e-08	1.21192e-10	0.000892562	2.51891e-21	3.32573e-06	0.0189238
601	4.6689e-06	4.84037e-05	0.676139	7.23192e-05	6.58167e-11	0.25114	3.21804e-08	6.67244e-07	0.0146016	9.96918e-07	2.16126e-07	0.00542349	1.35029e-07	0.00177899	1.2146e-07	8.74741e-08	0.000660775	0.0200798	0.00265796	0.000576231	0.0149166	9.07359e-08	3.93421e-08	0.000987253	2.45573e-13	0.000214031	0.0106962
602	1.81098e-16	3.77294e-06	0.295226	8.69827e-06	5.25458e-18	0.627189	1.24821e-18	5.20099e-08	0.00121303	1.19905e-07	1.04546e-08	0.00257701	1.05252e-08	9.57787e-05	9.46751e-09	4.23136e-09	0.000203476	0.00876756	0.000220812	1.92527e-05	0.0372522	1.09134e-08	1.90308e-09	0.0004691	1.96057e-20	4.0901e-05	0.0267125
603	1.25553e-41	0.00140176	0.591393	0.00123568	9.03918e-37	0.295539	8.65371e-44	1.93232e-05	0.0251211	1.70338e-05	2.56507e-05	0.0125539	3.91039e-06	0.00518747	3.51745e-06	1.03818e-05	0.00259235	0.0175631	0.00457287	0.00688614	0.0175537	1.55036e-06	4.66926e-06	0.00228522	3.37266e-39	0.00344123	0.0125872
604	2.29956e-26	8.75524e-12	0.237472	2.01846e-11	9.35378e-25	0.676748	1.58497e-28	1.20691e-13	0.00193357	2.78245e-13	6.6053e-14	0.00551027	2.4424e-14	0.000152671	2.19697e-14	2.6734e-14	0.000435081	0.0070524	0.000351973	8.35554e-05	0.0401958	2.53248e-14	1.20238e-14	0.00100305	3.49005e-27	0.000238116	0.0288232
605	9.51862e-25	2.48003e-06	0.40995	8.17537e-06	3.30984e-13	0.509874	6.5607e-27	3.41871e-08	0.00569418	1.12697e-07	8.84905e-09	0.00708211	6.91838e-09	0.000314434	6.22318e-09	3.58153e-09	0.000391076	0.0121746	0.00103653	8.13887e-05	0.0302842	1.02573e-08	1.61082e-09	0.00128918	1.23495e-15	0.000101227	0.0217159
606	8.35065e-11	4.3106e-06	0.949835	5.26713e-05	4.47812e-15	0.015278	5.75568e-13	5.94216e-08	0.00412465	7.26072e-07	4.48542e-08	6.63446e-05	1.2025e-08	6.1447e-05	1.08167e-08	1.81541e-08	9.88371e-07	0.028208	0.000750821	4.63831e-05	0.000907445	6.60845e-08	8.16495e-09	1.20769e-05	1.67086e-17	7.46069e-07	0.000650703
607	2.49564e-26	1.94642e-07	0.232208	8.60674e-07	9.66929e-20	0.683474	1.72012e-28	2.68313e-09	0.00158588	1.18644e-08	6.89336e-10	0.00466783	5.42981e-10	6.52855e-05	4.88418e-10	2.78999e-10	0.00019216	0.00689605	0.000288682	1.67728e-05	0.0405953	1.07985e-09	1.25482e-10	0.000849698	3.60777e-22	4.93686e-05	0.0291097
608	3.25367e-18	1.98824e-06	0.0850879	3.14496e-05	3.16219e-29	0.799055	2.24259e-20	2.74078e-08	0.00246279	4.33532e-07	1.17222e-07	0.0231279	5.54646e-09	2.8342e-05	4.98912e-09	4.7444e-08	0.000266158	0.00252692	0.000448309	0.000121218	0.0474603	3.94585e-08	2.13382e-08	0.00421004	1.17986e-31	0.00113835	0.0340324
609	7.17416e-24	2.44568e-05	0.349721	0.000195275	6.21801e-18	0.570049	4.94478e-26	3.37136e-07	0.00360239	2.69186e-06	1.0778e-07	0.00587193	6.82256e-08	8.21284e-05	6.13699e-08	4.36224e-08	0.00013387	0.0103859	0.000655753	2.62558e-05	0.0338583	2.45004e-07	1.96195e-08	0.00106888	2.32004e-20	4.27972e-05	0.0242788
610	1.46347e-27	2.2249e-08	0.307118	3.20228e-07	2.11379e-16	0.614945	1.0087e-29	3.06703e-10	0.00167937	4.41434e-09	3.67959e-10	0.00336261	6.20668e-11	2.12396e-05	5.583e-11	1.48926e-10	4.25283e-05	0.00912072	0.0003057	2.54817e-05	0.036525	4.01778e-10	6.69806e-11	0.000612105	7.88689e-19	5.10222e-05	0.026191
611	1.1503e-23	2.99534e-05	0.476192	0.000132449	2.81943e-16	0.454257	7.92845e-26	4.12907e-07	0.0035634	1.82581e-06	5.74842e-07	0.00339925	8.35593e-08	0.000146694	7.51627e-08	2.32659e-07	0.000139936	0.0141418	0.000648655	0.000204224	0.0269808	1.66179e-07	1.0464e-07	0.000618775	1.05198e-18	0.000194817	0.0193472
612	2.04483e-16	7.54704e-05	0.323388	0.00108624	1.40157e-16	0.565131	1.4094e-18	1.04036e-06	0.0131107	1.49738e-05	6.2465e-08	0.0229113	2.10535e-07	0.000165816	1.89379e-07	2.52818e-08	0.000289769	0.00960389	0.00238657	9.95588e-06	0.0335662	1.36286e-06	1.13707e-08	0.00417061	5.22947e-19	1.73982e-05	0.0240694
613	0.992532	7.92101e-05	0.000239707	0.000261115	1.81814e-11	2.54724e-05	0.00684102	1.09191e-06	3.12928e-06	3.59946e-06	1.23363e-06	3.32533e-07	2.20968e-07	1.728e-07	1.98763e-07	4.99296e-07	1.83626e-08	7.11875e-06	5.69632e-07	1.95228e-07	1.51295e-06	3.2761e-07	2.24562e-07	6.0532e-08	6.78376e-14	2.07459e-08	1.08489e-06
614	9.07024e-16	6.4147e-08	0.304869	4.37857e-07	1.5108e-17	0.618855	6.25165e-18	8.84266e-10	0.00111332	6.03585e-09	2.88183e-10	0.00225993	1.78947e-10	2.96903e-05	1.60965e-10	1.16638e-10	6.02684e-05	0.00905394	0.000202661	9.6761e-06	0.0367572	5.49362e-10	5.24588e-11	0.000411382	5.63702e-20	1.96415e-05	0.0263575
615	2.2383e-36	6.87503e-09	0.014455	2.26634e-08	6.945e-21	0.88638	1.54275e-38	9.47722e-11	0.000107872	3.12415e-10	4.93481e-12	0.00661469	1.91789e-11	5.95671e-06	1.72517e-11	1.9973e-12	0.000365265	0.000429281	1.96362e-05	3.10168e-07	0.052647	2.84349e-11	8.98298e-13	0.00120409	2.59129e-23	1.90195e-05	0.0377517
616	5.25288e-17	1.29195e-09	0.202975	2.06144e-08	1.75591e-21	0.705843	3.62054e-19	1.78096e-11	0.00244204	2.84169e-10	1.68679e-11	0.00849216	3.60409e-12	2.78598e-05	3.24192e-12	6.82706e-12	9.68822e-05	0.00602789	0.000444531	2.63868e-05	0.0419239	2.58641e-11	3.07052e-12	0.00154585	6.55156e-24	9.17598e-05	0.0300624
617	2.30247e-18	0.00630521	0.663819	0.0571015	3.2983e-17	0.2235	1.58697e-20	8.69171e-05	0.00359783	0.000787143	2.3429e-06	0.00121134	1.75893e-05	7.23173e-05	1.58218e-05	9.48257e-07	2.43483e-05	0.0197139	0.000654923	1.94935e-06	0.0132749	7.16429e-05	4.26485e-07	0.000220504	1.23065e-19	6.56323e-07	0.00951903
618	2.03543e-20	1.13831e-08	0.485222	1.31982e-07	4.17824e-27	0.445516	1.40292e-22	1.56916e-10	0.00398601	1.81936e-09	3.3702e-10	0.00365984	3.17547e-11	6.258e-05	2.85638e-11	1.36404e-10	5.7459e-05	0.01441	0.000725585	0.000134408	0.0264617	1.65592e-10	6.13486e-11	0.000666211	1.55897e-29	0.000123409	0.0189749
619	3.30668e-14	1.65565e-05	0.669528	0.000113012	1.97009e-15	0.260518	2.27913e-16	2.28231e-07	0.0137277	1.55787e-06	1.43775e-07	0.00534154	4.61868e-08	0.000366093	4.15456e-08	5.81909e-08	0.000142449	0.0198835	0.00249889	0.000230621	0.0154736	1.41792e-07	2.61718e-08	0.000972335	7.35073e-18	8.97363e-05	0.0110957
620	5.88647e-22	0.000269626	0.589943	0.000402843	3.10827e-14	0.342469	4.05724e-24	3.71679e-06	0.00697469	5.55319e-06	2.31971e-07	0.00404888	7.52159e-07	0.000849767	6.76577e-07	9.38871e-08	0.000493299	0.01752	0.00126962	5.30354e-05	0.0203411	5.05431e-07	4.22264e-08	0.00073703	1.15975e-16	3.07876e-05	0.014586
621	5.12384e-37	3.88633e-06	0.32017	4.9547e-05	5.15155e-12	0.591261	3.5316e-39	5.3573e-08	0.0054834	6.83005e-07	7.89116e-09	0.0101262	1.08415e-08	7.82928e-05	9.75205e-09	3.19384e-09	0.000144584	0.00950832	0.000998158	1.15323e-05	0.0351182	6.21646e-08	1.43645e-09	0.00184331	1.92213e-14	2.12968e-05	0.0251823
622	2.04535e-27	5.85657e-06	0.655077	1.93061e-05	4.18856e-19	0.287085	1.40976e-29	8.07327e-08	0.00494231	2.66134e-07	5.85422e-08	0.00216595	1.63377e-08	0.000272916	1.4696e-08	2.36941e-08	0.000119604	0.0194543	0.000899663	0.000197901	0.0170516	2.42226e-08	1.06566e-08	0.000394274	1.56282e-21	8.67295e-05	0.0122272
623	7.71165e-16	7.36221e-06	0.94071	1.09998e-05	3.12799e-14	0.0204727	5.31525e-18	1.01488e-07	0.00607142	1.51631e-07	9.2006e-08	0.000132133	2.05379e-08	0.000739717	1.84741e-08	3.72382e-08	1.60985e-05	0.027937	0.0011052	0.000670605	0.00121599	1.3801e-08	1.67481e-08	2.40525e-05	1.1671e-16	1.45944e-05	0.00087195
624	4.56788e-18	0.000239669	0.176002	0.000107793	3.23687e-21	0.724977	3.14841e-20	3.30384e-06	0.00239527	1.48592e-06	3.11473e-08	0.00986646	6.68591e-07	0.000969453	6.01407e-07	1.26064e-08	0.00399331	0.00522686	0.000436018	9.13963e-06	0.0430604	1.35243e-07	5.66983e-09	0.00179602	1.20773e-23	3.76474e-05	0.0308773
625	1.29643e-21	1.31174e-05	0.566293	3.02412e-05	1.31523e-11	0.366414	8.9356e-24	1.80823e-07	0.00610583	4.16875e-07	8.67378e-08	0.00395071	3.65927e-08	0.000482105	3.29156e-08	3.51059e-08	0.000311941	0.0168176	0.00111146	0.000231259	0.0217633	3.79424e-08	1.57891e-08	0.000719159	4.90733e-14	0.000149633	0.0156059
626	3.2826e-16	0.00188087	0.00132051	0.000845936	0.990584	0.000354867	2.26253e-18	2.59278e-05	1.53215e-05	1.16612e-05	0.000615255	4.11741e-06	5.24697e-06	6.20115e-06	4.71972e-06	0.000249016	1.66647e-06	3.92162e-05	2.78901e-06	0.00014715	2.10775e-05	1.06136e-06	0.000111997	7.49505e-07	0.00369603	3.95445e-05	1.51141e-05
627	1.48391e-12	0.454462	0.269984	0.204397	7.65055e-27	0.00630723	1.02278e-14	0.00626475	0.00320809	0.00281761	0.0218094	7.49459e-05	0.00126779	0.00129843	0.00114039	0.00882704	3.03333e-05	0.00801791	0.000583978	0.00452021	0.000374621	0.000256449	0.00397002	1.36426e-05	2.85454e-29	0.000105599	0.00026863
628	1.56701e-21	2.19925e-05	0.40579	7.24978e-05	1.30542e-19	0.519646	1.08006e-23	3.03166e-07	0.00316887	9.99381e-07	3.62917e-07	0.00405799	6.13511e-08	0.000174986	5.51861e-08	1.46886e-07	0.000224083	0.0120511	0.000576839	0.000209475	0.0308646	9.09601e-08	6.60628e-08	0.000738687	4.87072e-22	0.000268248	0.0221321
629	3.69701e-29	8.43833e-08	0.497592	3.79519e-08	3.19819e-15	0.43331	2.54816e-31	1.16322e-09	0.00310522	5.23167e-10	4.50489e-10	0.00270406	2.35399e-10	0.00125679	2.11745e-10	1.82329e-10	0.00109443	0.0147774	0.000565251	0.000486727	0.0257367	4.76168e-11	8.20037e-11	0.000492228	1.1933e-17	0.000423848	0.018455
630	4.57536e-27	6.6962e-09	0.436732	7.27474e-08	6.63337e-16	0.491769	3.15356e-29	9.2307e-11	0.00324262	1.00282e-09	8.86942e-11	0.00365125	1.868e-11	5.43321e-05	1.68029e-11	3.58977e-11	6.1179e-05	0.01297	0.000590263	5.22056e-05	0.0292089	9.12733e-11	1.61452e-11	0.000664648	2.47501e-18	5.87845e-05	0.0209448
631	4.10967e-12	3.23952e-08	0.0486788	3.75607e-07	1.40638e-15	0.855945	2.83259e-14	4.46567e-10	0.000297889	5.17774e-09	2.53924e-11	0.00523794	9.0371e-11	4.67683e-06	8.12899e-11	1.02772e-11	8.22351e-05	0.00144565	5.42256e-05	2.65931e-07	0.0508393	4.71259e-10	4.62225e-12	0.000953477	5.24742e-18	4.676e-06	0.0364554
632	7.1333e-13	9.39137e-07	0.926835	1.41013e-05	8.51375e-18	0.0335639	4.91662e-15	1.2946e-08	0.00694274	1.94386e-07	6.98993e-09	0.000251421	2.61986e-09	8.41689e-05	2.35659e-09	2.82908e-09	3.04805e-06	0.0275249	0.00126381	4.54453e-05	0.00199355	1.76923e-08	1.2724e-09	4.57669e-05	3.17662e-20	1.64573e-06	0.00142951
633	6.39001e-15	0.000260827	0.314501	0.00208257	5.60142e-22	0.599189	4.40431e-17	3.5955e-06	0.00385108	2.87083e-05	1.10125e-08	0.0073371	7.27615e-07	8.77981e-05	6.54499e-07	4.45715e-09	0.000167273	0.00933999	0.000701023	2.68912e-07	0.0355891	2.61292e-06	2.00463e-09	0.00133559	2.08998e-24	5.12333e-07	0.02552
634	0.992111	0.000581334	0.000164219	0.000261459	1.60746e-14	1.23836e-05	0.00683812	8.01367e-06	3.54277e-06	3.6042e-06	2.44657e-06	2.67157e-07	1.62171e-06	1.43389e-06	1.45875e-06	9.90214e-07	1.08128e-07	4.87695e-06	6.449e-07	4.37764e-07	7.35532e-07	3.28042e-07	4.45355e-07	4.86313e-08	5.9977e-17	3.30114e-08	5.27429e-07
635	1.11583e-17	8.49306e-06	0.226838	1.95802e-05	8.9752e-10	0.681254	7.69088e-20	1.17077e-07	0.00303017	2.69913e-07	4.49057e-08	0.00910039	2.36926e-08	0.000239256	2.13118e-08	1.8175e-08	0.00071855	0.00673658	0.00055159	9.17686e-05	0.0404635	2.45665e-08	8.17431e-09	0.00165657	3.34879e-12	0.000275605	0.0290152
636	3.91571e-37	0.000312955	0.582611	0.000140754	0.000224695	0.334876	2.6989e-39	4.31408e-06	0.0103005	1.94029e-06	3.04e-06	0.0059206	8.73033e-07	0.004169	7.85305e-07	1.2304e-06	0.00239628	0.0173022	0.00187504	0.00293777	0.0198902	1.76598e-07	5.5338e-07	0.00107774	8.38373e-07	0.00168859	0.0142627
637	4.59028e-20	2.03501e-05	0.880692	0.000162486	1.55692e-15	0.0759691	3.16385e-22	2.80526e-07	0.00700432	2.23986e-06	1.36171e-07	0.000604197	5.67696e-08	0.000159687	5.1065e-08	5.51134e-08	1.37747e-05	0.0261546	0.00127502	7.75139e-05	0.00451222	2.03864e-07	2.47876e-08	0.000109984	5.80913e-18	6.68641e-06	0.00323558
638	8.94592e-24	2.67691e-07	0.183049	3.99953e-07	5.70406e-16	0.729145	6.16597e-26	3.69012e-09	0.00109937	5.51335e-09	4.77029e-09	0.00437917	7.46763e-10	0.000133943	6.71723e-10	1.93071e-09	0.000533539	0.00543615	0.000200122	0.000173151	0.0433079	5.01805e-10	8.6835e-10	0.000797152	2.12828e-18	0.000689717	0.0310549
639	8.87162e-19	1.75971e-07	0.316859	1.91174e-06	3.96774e-18	0.59734	6.11476e-21	2.42575e-09	0.00442825	2.63534e-08	1.72438e-09	0.00834813	4.90895e-10	7.41982e-05	4.41567e-10	6.9792e-10	0.000139878	0.00940999	0.000806088	5.27449e-05	0.0354793	2.39859e-09	3.13894e-10	0.00151963	1.48043e-20	9.94344e-05	0.0254412
640	2.17283e-13	2.26174e-06	0.898635	7.45578e-06	3.88121e-16	0.0606045	1.49762e-15	3.1178e-08	0.00591308	1.02778e-07	6.57108e-09	0.000398782	6.30943e-09	0.000326522	5.67542e-09	2.65955e-09	2.20208e-05	0.0266874	0.00107638	6.88179e-05	0.00359963	9.35446e-09	1.19615e-09	7.25914e-05	1.44814e-18	4.64112e-06	0.00258119
641	4.36948e-25	1.95664e-11	0.82701	6.45005e-11	2.97585e-20	0.097634	3.01166e-27	2.69723e-13	0.0289429	8.89138e-13	1.20877e-13	0.0034169	5.45834e-14	0.00159823	4.90985e-14	4.89235e-14	0.000188682	0.0245604	0.00526855	0.000716254	0.00579902	8.09262e-14	2.20037e-14	0.000621987	1.11034e-22	8.45585e-05	0.00415831
642	1.7422e-27	0.00011312	0.472508	0.00179512	3.94252e-12	0.431982	1.20081e-29	1.55935e-06	0.0155211	2.47456e-05	1.0328e-07	0.0141899	3.15564e-07	0.000178041	2.83854e-07	4.18012e-08	0.000162771	0.0140324	0.00282536	1.17921e-05	0.0256578	2.25226e-06	1.88004e-08	0.00258303	1.47102e-14	1.07807e-05	0.0183985
643	0.992664	1.95236e-05	0.000150813	0.000302005	4.57835e-16	2.26661e-06	0.00684193	2.69132e-07	7.65908e-06	4.16314e-06	6.54153e-08	1.1511e-07	5.44638e-08	9.01305e-08	4.89909e-08	2.64759e-08	1.3546e-09	4.4788e-06	1.3942e-06	2.19071e-08	1.34626e-07	3.78914e-07	1.19077e-08	2.09539e-08	1.70825e-18	3.29248e-10	9.65367e-08
644	4.88778e-14	0.000145688	0.487982	6.55242e-05	5.0677e-17	0.434187	3.3689e-16	2.00831e-06	0.00620432	9.0325e-07	1.00828e-07	0.00552036	4.06417e-07	0.00251111	3.65578e-07	4.08087e-08	0.00223429	0.014492	0.00112939	0.000126072	0.0257888	8.22105e-08	1.8354e-08	0.00100489	1.89084e-19	0.000112174	0.0184924
645	4.44097e-11	0.00889328	0.331338	0.0132873	3.69711e-14	0.563531	3.06093e-13	0.000122594	0.00433551	0.000183165	1.53931e-07	0.00737373	2.48091e-05	0.000528221	2.23161e-05	6.23016e-08	0.000898385	0.00983998	0.000789206	6.63246e-07	0.0334712	1.6671e-05	2.80206e-08	0.00134226	1.37945e-16	1.12803e-06	0.0240012
646	4.87808e-18	9.83745e-07	0.505901	1.20204e-05	2.08975e-18	0.399501	3.36221e-20	1.35609e-08	0.0180593	1.65701e-07	3.71296e-09	0.0142611	2.7443e-09	0.000269039	2.46853e-09	1.50277e-09	0.000212455	0.0150241	0.00328738	7.36625e-05	0.0237286	1.50815e-08	6.75881e-10	0.00259599	7.79718e-21	5.81699e-05	0.0170151
647	6.72272e-17	3.32966e-06	0.118321	5.29566e-05	2.28682e-16	0.778608	4.63363e-19	4.58992e-08	0.00221938	7.30005e-07	3.24481e-09	0.0146046	9.28854e-09	2.54016e-05	8.35517e-09	1.31329e-09	0.000167154	0.00351388	0.000404001	1.79575e-06	0.0462458	6.64425e-08	5.90662e-10	0.00265851	8.53249e-19	1.18168e-05	0.0331615
648	0.00369829	0.00234172	0.565335	0.00206428	0.252524	0.135902	2.54904e-05	3.22806e-05	0.00240176	2.84561e-05	0.000111691	0.000577365	6.53256e-06	0.000495959	5.87612e-06	4.52055e-05	0.000119225	0.0167892	0.0004372	0.00171603	0.00807198	2.58997e-06	2.03315e-05	0.000105099	0.000942206	0.00041252	0.00578818
649	5.9658e-43	1.60206e-11	0.0187341	2.39362e-11	2.72576e-24	0.883454	4.11192e-45	2.20844e-13	0.000106611	3.29959e-13	1.62894e-13	0.00502751	4.46918e-14	1.29891e-05	4.02009e-14	6.59292e-14	0.000612531	0.000556362	1.94067e-05	9.5807e-06	0.0524732	3.00317e-14	2.96521e-14	0.000915172	1.01702e-26	0.000451801	0.037627
650	5.63872e-27	8.82227e-07	0.353938	1.39898e-05	9.36229e-15	0.5656	3.88648e-29	1.21615e-08	0.00393115	1.9285e-07	6.54524e-09	0.00628206	2.4611e-09	4.51271e-05	2.21379e-09	2.6491e-09	7.2114e-05	0.0105112	0.000715599	2.42871e-05	0.0335941	1.75525e-08	1.19145e-09	0.00114354	3.49322e-17	3.88113e-05	0.0240894
651	6.83433e-24	2.17856e-08	0.126578	2.77746e-07	1.70905e-20	0.758351	4.71056e-26	3.00315e-10	0.00405688	3.82872e-09	2.91364e-11	0.0243054	6.07741e-11	5.79248e-05	5.46671e-11	1.17925e-11	0.000347037	0.0037591	0.000738486	5.61983e-06	0.0450427	3.48477e-10	5.30377e-12	0.00442438	6.37674e-23	3.36693e-05	0.0322988
652	3.47945e-17	0.023937	0.263402	0.305173	1.45304e-22	0.348224	2.39821e-19	0.000329971	0.00366977	0.00420681	0.000350738	0.00485154	6.67755e-05	5.23976e-05	6.00655e-05	0.000141957	6.9271e-05	0.00782245	0.000668019	5.56955e-05	0.020683	0.000382889	6.38459e-05	0.000883139	5.42152e-25	7.36309e-05	0.0148312
653	3.69756e-15	0.00727922	0.0380379	0.00327388	1.02757e-10	0.823986	2.54854e-17	0.000100344	0.00106823	4.51303e-05	3.6846e-05	0.0231403	2.03064e-05	0.000432353	1.82659e-05	1.49129e-05	0.00936573	0.00112964	0.000194454	0.000158759	0.0489411	4.1076e-06	6.70718e-06	0.0042123	3.83402e-13	0.00343907	0.0350942
654	4.98086e-21	1.95388e-05	0.275652	0.000309835	6.1374e-18	0.64089	3.43305e-23	2.69342e-07	0.00240213	4.27107e-06	1.24878e-07	0.00558494	5.45063e-08	2.75749e-05	4.90291e-08	5.05425e-08	6.41115e-05	0.00818625	0.000437267	1.27848e-05	0.038066	3.88738e-07	2.27318e-08	0.00101664	2.28996e-20	2.97246e-05	0.027296
655	6.61138e-12	7.4786e-05	0.107437	0.000246531	2.18141e-15	0.779123	4.55689e-14	1.03092e-06	0.00297557	3.39842e-06	6.31857e-08	0.0215786	2.08626e-07	0.000164312	1.87662e-07	2.55736e-08	0.00119158	0.00319063	0.000541652	1.00708e-05	0.0462764	3.09312e-07	1.15019e-08	0.00392802	8.13918e-18	7.30323e-05	0.0331835
656	1.09999e-19	4.93447e-08	0.0771079	6.51209e-07	7.72743e-19	0.826424	7.58166e-22	6.80216e-10	0.00070093	8.97691e-09	4.33258e-10	0.0075124	1.37654e-10	9.66817e-06	1.23822e-10	1.75355e-10	0.000103621	0.00228993	0.000127592	6.15807e-06	0.0490859	8.17046e-10	7.88672e-11	0.0013675	2.88323e-21	6.60007e-05	0.0351981
657	6.86051e-17	0.0148378	0.245336	0.0833852	1.92559e-09	0.562913	4.7286e-19	0.000204538	0.0067842	0.00114946	2.96831e-05	0.0155661	4.1392e-05	0.000219749	3.72327e-05	1.20138e-05	0.000504206	0.00728593	0.00123495	3.18905e-05	0.0334345	0.00010462	5.40329e-06	0.00283354	7.1847e-12	7.31715e-05	0.0239749
658	3.88222e-26	6.02413e-05	0.908326	0.000338544	0.00111327	0.0466896	2.67582e-28	8.30425e-07	0.00883538	4.66682e-06	1.22001e-06	0.000454155	1.68052e-07	0.00028619	1.51165e-07	4.93781e-07	1.47107e-05	0.0269752	0.00160833	0.000420451	0.00277315	4.24757e-07	2.22081e-07	8.26711e-05	4.15379e-06	2.1612e-05	0.00198855
659	4.69786e-19	7.71893e-16	0.175031	6.99046e-15	4.34813e-33	0.739155	3.238e-21	1.06405e-17	0.000825487	9.63633e-17	5.98495e-18	0.00348602	2.15331e-18	1.65925e-05	1.93693e-18	2.42233e-18	7.00699e-05	0.00519804	0.000150266	9.33273e-06	0.0439025	8.77064e-18	1.08946e-18	0.00063457	1.62236e-35	3.9412e-05	0.0314812
660	0.991165	1.8661e-05	0.0013104	0.000285298	3.49439e-12	0.000250089	0.00683159	2.57241e-07	4.93946e-05	3.93282e-06	3.50934e-08	9.42693e-06	5.20575e-08	5.8812e-07	4.68264e-08	1.42036e-08	1.12242e-07	3.89159e-05	8.99143e-06	8.02325e-08	1.48542e-05	3.57951e-07	6.38815e-09	1.71601e-06	1.30381e-14	1.53123e-08	1.06515e-05
661	6.65688e-07	0.000252731	0.802848	0.00142029	6.4225e-14	0.138905	4.58825e-09	3.48389e-06	0.0126408	1.95787e-05	3.80511e-06	0.00218705	7.05028e-07	0.000409452	6.34182e-07	1.54007e-06	7.08416e-05	0.0238428	0.00230103	0.000447204	0.00825035	1.78199e-06	6.92655e-07	0.000398115	2.39634e-16	7.73734e-05	0.00591609
662	1.4248e-21	3.86474e-13	0.616909	5.93498e-12	4.37457e-23	0.319769	9.82041e-24	5.32754e-15	0.00682433	8.18136e-14	8.16443e-16	0.00353732	1.07812e-15	8.0893e-05	9.69787e-16	3.30444e-16	4.19301e-05	0.0183208	0.00124225	1.23968e-05	0.0189928	7.44638e-15	1.4862e-16	0.000643909	1.63222e-25	6.42577e-06	0.0136192
663	3.61923e-15	2.31759e-08	0.186238	3.05856e-07	8.71233e-22	0.717553	2.49455e-17	3.1948e-10	0.00300019	4.21622e-09	1.38304e-10	0.0115594	6.46525e-11	4.13827e-05	5.81558e-11	5.59766e-11	0.000159443	0.00553084	0.000546133	1.79147e-05	0.0426194	3.83745e-10	2.51758e-11	0.00210419	3.25071e-24	6.90234e-05	0.0305612
664	0.992583	1.92311e-05	0.000258655	0.000261069	3.6737e-16	1.83538e-05	0.00684137	2.651e-07	3.0611e-06	3.59883e-06	9.20397e-08	2.17212e-07	5.36478e-08	4.10465e-08	4.82569e-08	3.72518e-08	2.91261e-09	7.68146e-06	5.57221e-07	1.42509e-08	1.09014e-06	3.27553e-07	1.67543e-08	3.95398e-08	1.37072e-18	1.01123e-09	7.81705e-07
